x1,x2,x3,x4,Y
51.98685661204493,125.50679378335431,7.190976112204028,27.670166456999826,219.87232587538426
49.44694279531526,152.05424929269353,0.5448715607787626,19.6928857020288,227.83221993926722
52.590754152402766,62.73867550688319,-11.565174821117562,18.090806699466157,218.1137011850006
56.0921194256321,115.70016939064541,-21.457114887878035,22.979753255534288,225.3805770554144
49.063386501106656,82.93265063371067,-2.6248736094097413,21.97889226485043,201.59577999569322
49.06345217220328,87.3476146383532,-6.891204604095506,20.28063170403635,233.19940561059408
56.316851262029566,84.50536404555054,0.13270508038825213,27.178324684740293,230.01808213043336
53.069738916611634,77.17224921864496,-3.507594776452427,28.731831251423063,217.74367053397714
48.122102456260194,101.81008395451033,2.2937380144706925,23.530441317751084,239.8886850264861
52.17024017434386,78.06434685690198,-19.89329296184795,31.86518048633157,244.06355206439838
48.14632922875015,107.80233429605565,6.043516918880561,16.14986531519897,205.8866020344654
48.137080985718974,99.1435710448733,-9.633605534306405,21.838043244321693,218.5591283215068
50.96784908626414,94.04840273460694,16.65365221675372,18.69906607638317,218.46286475319053
42.34687902136881,75.99578112487686,-22.04862945325395,11.80078029756164,215.90145348336702
43.10032866994787,84.92717407465501,11.90349324431349,22.503915884943805,242.44212262897622
47.75084988303611,120.89556309729541,-9.629249031522932,22.269514949700298,227.09260791840794
45.948675518662306,114.02476406585828,-21.519852050602275,32.08069845945279,226.03227738034084
51.256989330381096,74.10600839043911,-19.174401676760503,26.784870107328665,199.9420645338987
46.36790369791515,103.1819722465891,-16.884862314720483,16.85487905402477,239.5312704531384
44.35078519465883,120.78745233103831,-6.4616767503731705,34.12455539800513,211.4111240771979
55.862595075686215,55.426057409722965,-5.080303167503006,30.32620217315212,230.89898945399491
49.09689479805386,115.17072519425824,-20.43180005514011,26.492586220811695,234.16065406937287
50.2701128187517,82.60915850846214,-12.74096429165376,21.64109540690101,250.40987893757978
44.301007255146175,115.9061640520153,17.591785020566093,17.243364579659122,210.3676940132133
47.82246910189927,79.89200277335205,11.785604381409959,20.766759343573682,184.70731766268761
50.44369035883946,51.76818328205798,-6.291468624563551,29.532491718225117,232.75774317130544
45.396025690310786,56.55635417715461,-11.867951305645196,34.307517835607655,257.0076677226628
51.502792073382686,101.79829355985731,-10.719561425944342,32.259461169633134,248.58419529409156
47.59744524032478,107.51250754648001,-3.810748381774168,20.066903469282355,233.1448912291194
48.83322500082689,76.08345112218097,-26.71909591277768,16.282295400265934,222.62545721551928
47.593173551082415,117.7419963869891,-16.00327152392683,23.845317481467223,242.10683894955966
57.40911273803575,55.638958318738084,-35.76017703428625,12.38936380662289,215.39680700443296
49.94601110104826,98.71584543652246,-6.810876283526091,24.93900628510869,237.14536654034328
45.7691562841764,67.80256260641367,-3.3392568441616266,22.11438448220799,237.5820523874994
53.29017964841275,82.9004250893417,-19.164610472191235,20.203780988790548,245.9031486124832
45.11662540011591,101.77976412554318,9.635814686060458,13.431781596399228,271.3949005836662
50.83545438001902,77.26883913733329,-29.560719282032778,26.081600639418298,235.8862395076815
42.1613195044809,90.11700030579472,-32.901248322937484,19.803794962028533,222.3655456143875
44.68725580440628,127.6699058487899,-9.25767454016039,15.980498985738272,229.6163853171201
50.787444943476494,84.92391952287498,2.259376236570164,5.766426720310104,203.46386142666321
52.95386631998164,123.06368702575882,11.17498768041016,22.83491056969618,219.57930303366413
50.68547312475988,69.99791492424431,-18.82437968016516,33.63350958001847,223.86076342830344
49.537406870447036,114.80471280371263,2.701531668038138,32.96755528728722,222.13867403098112
48.795585217642845,139.4223527577633,-12.939118573009901,20.257422460482367,232.28532308050583
44.08591203853029,33.765598496563186,-14.816782199171476,19.386727637829317,217.663701014267
47.12062316642117,78.98382810229712,-0.028760875186586432,25.81264553645014,246.81546000986708
48.15744491616085,116.08094743387458,-3.2674797022121265,17.009687364870253,230.00310597377296
54.22848890487566,95.0177745768392,-34.46949019777949,24.810751398916796,229.86049518292077
51.374473158273844,110.52093858102533,8.27156489616254,27.596481670308144,225.08157925230623
42.94783937854906,84.19239995867284,6.921278958064322,30.361599343305848,232.32786025788468
51.29633587757918,102.8379242617683,-21.15787782113341,22.399075541120283,242.37647397001453
48.459670878334734,96.29671464441385,-6.858750531876273,21.777957498938203,216.9930467643365
47.292311998776164,132.0301156648148,-5.483577392041657,17.732104479460634,220.12825266387114
52.446705155363475,107.36936276913275,-8.7505672784653,18.038717875760838,225.44410956835003
54.1239980899838,109.61527187603046,-20.104272153835883,21.64112664859084,209.81193614790178
53.725120476464795,89.37932191469338,-21.80272715113272,25.204193040897067,217.71113210417752
46.64312990710945,87.33463195004268,-12.757756993880234,28.4815077573995,222.85668689683013
48.763150496595145,88.82092892887023,4.018206269631106,18.18092629591793,243.11583771069093
51.325053725614254,111.15020784421401,-4.789597835677948,31.95613141375713,233.93841993502886
53.90218050848944,89.1334190178529,-17.588600649205482,21.37325839374459,232.90384867051316
48.08330304861884,108.32392113620315,-1.5962180509231736,22.871796233909382,242.76346943251957
49.257364093344734,156.53582156342685,-52.27959668882105,18.51672992511306,227.93942317400905
45.57466010397589,124.0203669926557,3.68271980520945,8.454558438362351,235.85697274893334
45.21517350367732,91.69736463146829,-36.7559929028934,28.3042723781663,228.45167370601257
53.25010328957679,132.9327758984265,-17.47417317964385,27.4210633825546,233.98043524099444
55.424960114283294,89.48196492841811,-28.075378524766016,21.31203465729072,221.25862013582628
49.711959513678664,45.47063755019795,-30.52554066009268,23.401944303349232,193.41774262585358
54.014131591568095,73.28166960523009,3.8515750232992705,26.095635306224597,227.98581256720544
51.446544100190536,49.988618132301895,-18.94781681836648,13.624724858680743,251.3412220414991
47.4195209815795,91.00913593088467,-7.5489456557699794,19.825683935922232,243.8932310336239
51.44558242203365,100.9972962381179,-13.056888104308577,27.76558807773096,244.48096226886756
56.15214626586388,145.76380743143264,-5.7214284188763,15.474263460984503,248.54196082709328
49.856695843560196,109.32703909163239,-11.324493525156425,24.761347592999776,231.32986386442155
